04	357
02	956
02	2106
01	3143
03	4008
01	4525
03	5232
02	5566
03	6114
02	6625
02	6993
02	7565
03	8701
02	9342
02	9924
01	11634
01	12314
02	12879
02	13737
02	14618
01	15751
03	15940
02	16117
01	17442
01	18399
02	18603
03	18962
01	20460
03	20730
02	21081
02	21292
01	21737
02	22603
02	22949
02	23678
02	24022
02	25385
02	25557
02	25833
03	26613
03	27043
01	27723
01	27854
02	28412
02	29021
01	30058
02	30183
02	31429
01	31634
02	32191
02	32469
01	32689
02	33518
01	34310
01	34968
03	36227
01	36401
01	37438
02	37583
01	38684
02	39368
01	39630
02	39878
01	40081
02	40729
01	42054
05	42264
03	42489
01	43493
01	44991
03	45264
02	45624
01	46757
03	47373
01	48235
02	48456
01	48901
03	49756
01	50040
03	50511
01	51596
02	52087
01	53091
02	53970
01	54594
02	55092
01	55495
03	55743
03	56243
01	57691
01	58525
02	59745
01	60474
02	60971
02	62937
01	63633
01	64432
02	66212
02	66502
02	67068
01	67560
02	68313
02	68894
01	69931
01	71379
01	72326
01	73210
01	74230
01	75728
02	76388
01	77890
01	78038
01	79123
01	79932
03	80163
01	81488
01	81693
03	82255
01	83056
03	83362
01	83837
02	84590
02	84897
02	85057
01	86142
01	86838
03	87320
02	87706
01	88512
04	89389
02	90142
03	90891
02	91262
02	92105
02	92730
02	92944
02	93198
01	93927
02	94898
02	95458
02	95719
01	97167
01	98309
01	98522
04	98831
02	99432
01	99830
02	100365
02	100960
02	101939
01	102733
02	103708
01	104240
02	105261
02	106024
03	106539
03	107370
03	108265
03	108953
02	109992
02	110252
03	111186
02	111909
03	112221
02	112715
01	113234
02	113515
02	114556
02	115127
02	115316
02	115638
02	115925
01	116661
03	117199
02	118035
03	118255
02	118566
03	118920
02	120700
03	121015
01	122729
02	123261
01	124778
01	124961
02	125494
02	127274
02	127863
03	128137
02	128404
01	128620
02	129532
03	130097
02	130815
03	131561
03	132170
01	133029
03	133275
01	134407
01	135515
01	137054
01	137650
02	137892
02	138587
02	139096
04	139709
02	140623
03	141369
01	142203
04	143173
02	143437
01	144637
02	144786
02	144981
01	145555
01	145729
02	146160
01	147025
02	147946
02	148328
01	149257
01	149774
01	150323
02	150713
02	151785
03	152476
01	153112
01	153661
05	154491
01	154674
02	154960
01	155253
03	155485
02	156162
01	156819
03	157240
01	157816
01	158377
03	158571
02	158935
01	160474
03	161181
02	161670
03	162173
01	163165
02	163246
02	163572
03	164135
01	164323
02	164549
05	164937
01	165884
03	167585
03	168223
01	168849
03	169587
02	170262
03	170738
03	171215
02	172168
01	172625
02	173119
01	173429
02	173904
01	174369
03	175040
02	175232
01	176158
02	176322
01	176504
05	176919
01	177436
01	178134
02	178975
04	179195
02	179380
01	179956
03	180362
01	180570
02	181494
01	182086
03	182727
01	182937
01	184766
03	185248
01	186081
02	186732
03	187434
03	188390
01	189461
02	189693
03	189883
02	190562
02	191352
03	191862
01	192940
02	193468
02	193730
01	194896
02	195790
03	196167
01	196674
03	197084
02	197737
03	198246
01	198460
04	199511
01	199977
04	201078
04	201658
02	202022
02	202468
02	203248
01	204236
01	204885
01	205713
01	205848
01	206834
01	207745
02	208122
02	208553
02	209038
02	209415
02	210336
02	210713
01	211411
02	211793
02	212183
01	213160
03	213851
02	214030
01	214666
05	215496
04	216897
02	217183
03	217415
03	217836
02	218826
03	219020
02	219384
01	220093
03	220800
01	221022
02	221511
03	222014
02	222095
02	222421
03	222984
01	223665
02	223891
05	224279
03	225980
03	226618
03	227356
01	227546
02	228221
03	228697
01	229699
01	230504
01	231024
01	232247
01	232617
01	234240
01	234749
01	235611
02	236118
03	236595
01	237354
02	238307
02	238801
01	239417
02	239892
03	240563
02	240727
05	241142
01	241332
01	242439
02	243280
01	243869
04	244089
01	244788
02	244973
01	245192
03	245598
02	246522
03	247163
02	247500
03	247982
02	248633
02	249137
03	249839
02	250176
03	251132
02	251364
03	251554
02	251794
02	252473
01	253026
02	253816
03	254326
02	254854
01	255725
02	255987
02	256637
01	258594
02	259488
01	261443
02	262395
03	262772
03	263182
01	264342
03	264851
04	265902
02	266004
04	267105
01	268629
04	269209
01	270154
02	270518
01	271076
02	272248
02	272694
01	273802
02	274582
02	275474
02	275831
03	276026
03	277021
02	277523
01	277857
01	278670
02	279023
02	280564
01	281871
03	282300
03	282850
01	283612
02	284814
01	285034
03	285294
01	286117
01	286600
01	286793
03	287003
01	287230
01	288072
01	288222
02	288366
02	288722
02	289343
01	290203
02	290511
01	291094
01	291488
01	292498
01	292682
03	293076
01	293851
03	294093
02	294878
03	295624
01	296239
02	296813
02	297407
03	297972
02	298584
01	299182
02	300090
03	300285
03	300732
02	301594
03	302968
01	303160
02	304232
03	304537
01	305749
02	306604
02	306821
02	307285
01	307619
04	309020
02	309316
01	310424
02	310698
02	311279
03	311953
02	312646
03	314006
02	314320
04	315721
02	316281
01	317373
02	317930
02	319005
01	319893
01	321259
03	321558
01	322253
01	322951
03	323843
03	324178
02	324759
03	325246
03	326230
02	326485
02	326664
03	326929
02	328146
03	329188
01	329334
02	329643
02	329887
04	330486
03	331224
01	332095
03	332998
01	333654
03	334271
02	334735
04	335183
04	335486
02	336266
03	336521
03	337078
03	338582
03	339587
02	339804
02	340207
02	340817
02	341916
03	342192
02	342809
04	344268
05	344981
04	345225
01	346294
01	347434
03	347793
03	348816
01	349508
02	350286
02	351455
01	352563
01	353877
03	354324
01	354685
02	355271
01	356387
02	356894
03	357143
02	357279
03	357541
01	358449
03	359191
03	359887
03	360699
02	361136
03	362416
02	363447
03	363797
01	364725
03	365199
02	365458
03	366023
03	366243
03	366989
03	368005
02	368586
03	369734
03	370494
03	371146
01	372526
03	373402
01	374264
01	374758
03	375694
03	376286
01	376743
02	377578
02	377757
03	378451
03	378883
01	379537
02	379724
01	380792
03	381376
01	382323
03	382458
02	383499
03	384175
02	385040
03	385235
02	385480
02	385829
03	387203
01	387881
02	388200
01	388846
02	389772
03	390384
03	390817
04	391098
02	391458
01	392143
02	392451
03	392879
01	393437
03	393951
02	394280
03	395064
03	395465
02	396663
01	397412
03	397720
01	398963
02	399680
03	400165
03	400349
01	402059
03	402965
01	403912
02	404337
02	404973
01	405116
02	405474
03	405976
01	406124
02	406438
01	406688
01	406893
01	407459
03	407803
01	408955
01	409651
01	410086
02	410392
01	410991
02	411253
02	411467
01	411784
01	411997
02	412212
01	412744
03	413530
04	413832
02	414403
03	414623
01	414806
03	415277
01	415493
03	415893
01	416489
03	416778
03	416963
03	417436
01	418270
03	419188
02	419383
03	419645
01	419819
02	420030
01	420959
02	421723
01	421906
03	422481
02	423158
03	424259
03	425189
03	425797
01	426358
01	426546
03	427667
01	428124
02	428580
02	428772
03	429387
03	430467
01	430649
03	431496
03	432296
01	432504
01	432714
01	433547
01	434625
01	434873
01	435606
01	435820
02	436611
03	436919
03	437226
01	438214
03	438411
01	438546
02	438845
01	439756
01	439950
02	440511
01	441209
03	441412
01	441634
03	442042
01	442236
01	443137
01	443327
03	443944
04	444598
01	445425
02	445711
03	446740
01	447545
03	447768
03	448035
01	449258
02	450100
01	451469
01	452331
01	453005
02	453663
02	454806
01	455391
01	456076
01	456266
02	457015
01	457843
01	458062
01	458586
02	459667
02	460678
02	460918
02	462280
01	463031
01	464146
02	465239
02	465681
02	466052
02	466638
01	467509
01	469059
02	469342
02	469623
02	469811
02	469913
01	471124
02	471407
02	471909
03	472364
01	473671
02	474147
01	474367
01	474560
01	475396
02	475680
01	475830
02	476672
01	477532
01	478381
01	478565
01	478829
03	479065
01	479680
02	480290
01	481117
03	481576
01	481768
01	482151
01	482849
01	482980
02	484123
01	485437
01	485743
01	486384
01	486969
02	487352
01	488026
01	488231
02	488703
01	489072
02	489663
01	490151
03	490768
03	491570
01	491962
01	492719
02	493750
01	494501
02	495146
04	496020
01	496516
01	497308
01	497505
01	498029
01	498325
01	498760
01	499900
01	501269
01	501516
01	501690
02	502789
01	503112
01	504181
01	504616
01	505524
01	506170
01	506486
01	507490
02	507661
01	509003
03	509313
04	509968
01	510653
02	511029
01	512033
02	512213
02	513288
02	513561
01	513903
04	515304
